Q8NF67	PF14915;
A6NDE8	PF05831;
Q02742	PF02485;
O75343	PF00211;PF07700;PF07701;
P30550	PF00001;
Q96FL9	PF00535;PF00652;
P07203	PF00255;
Q49SQ1	PF00001;
P46091	PF00001;
A4D1Z8	PF00337;
Q8TAA5	PF01025;
Q9BZJ8	PF00001;
A6NCC3	PF15070;
Q8TDV0	PF00001;
O95837	PF00503;
P32249	PF00001;
P78417	PF14497;PF13417;
Q96D42	PF07686;
B0YJ81	PF04387;
Q13547	PF00850;
P56915	PF00046;
Q8WUI4	PF00850;
P11169	PF00083;
Q8WW33	PF05253;
Q93099	PF04209;
Q15651	PF01101;
O15347	PF00505;PF09011;
P00492	PF00156;
O60760	PF14497;PF02798;
P23083	PF07686;
P20823	PF04814;PF04813;PF04812;
A0A0A0MS14	PF07686;
A0A0J9YVY3	PF07686;
A0A0J9YX35	PF07686;
P52272	PF11532;PF00076;
P17482	PF00046;PF04617;
P58166	PF00019;
P01308	PF00049;
P51553	PF00180;
P01591	PF15097;
Q8IVU1	PF00041;PF07679;
Q93033	PF07679;PF07686;
P01859	PF07654;
Q8WWN9	PF00169;
Q14197	PF00472;
Q86YT9	PF07686;
Q9UPP2	PF16453;PF01369;
Q9BY89	PF15327;
Q9UIJ7	PF05191;
P58062	PF00050;
B1AKI9	PF03782;PF00090;
Q13349	PF01839;PF00357;PF08441;PF00092;
Q5VZ46	PF15737;
Q07666	PF00013;PF16274;PF16568;
Q9BQ90	PF07646;
Q3LI66	PF11759;
O43525	PF00520;PF03520;PF11956;
Q9P0G3	PF00089;
Q9BQ31	PF02214;PF00520;
Q9NXV2	PF02214;
Q8IXV7	PF01344;
Q07627	PF01500;
Q5VYY2	PF00561;
A0A1B0GVX0	PF10601;
O75335	PF00536;PF07647;
Q9BYE3	PF14672;
Q6ISS4	PF13895;
Q8IZ02	PF13516;
Q6UWQ5	PF00062;
Q96JQ5	PF04103;
Q96JA4	PF04103;
O75427	PF00307;PF13855;
Q05C16	PF13855;
Q3C1V0	PF04103;
Q68DH5	PF04791;
Q9H1C0	PF00001;
Q96Q04	PF07714;
O15085	PF00595;PF17838;PF09128;PF00621;
P54709	PF00287;
Q8WXK1	PF12796;PF07525;
P08311	PF00089;
P09668	PF08246;PF00112;
P40123	PF08603;PF01213;
Q13137	PF17751;PF18112;
Q8IWP9	PF13270;
A0A1B0GU71	PF13879;
Q5RIA9	PF02492;PF07683;
Q9NSG2	PF14868;
A6NN90	PF15479;
Q96HA4	PF14946;
Q03188	PF11699;PF15620;PF15622;
Q99626	PF04731;PF00046;
Q8WUX9	PF03357;
Q3KPI0	PF00047;PF07686;
Q9BYE9	PF00028;
Q70JA7	PF05679;
P09693	PF16680;PF02189;
C9JXX5	PF15878;
Q99967	PF04487;
Q6QEF8	PF12894;PF08953;PF00400;
Q8NEP4	PF15548;
Q2UY09	PF01391;PF00014;PF00092;
P53674	PF00030;
P04141	PF01109;
P10606	PF01215;
O14548	PF02238;
Q6UX73	PF15882;
A6NCJ1	PF15041;
O60676	PF00031;
Q6ZWL3	PF00067;
Q9HB71	PF04969;PF05002;PF09032;
P13584	PF00067;
A8MYA2	PF15483;
Q9H9E3	PF08318;
Q9UI47	PF01044;
Q96A23	PF00168;PF07002;
Q10586	PF07716;
Q9BTV6	PF00400;
O94777	PF07297;
O00341	PF00375;
Q9UBC3	PF17980;PF00145;PF00855;
Q8N9I9	PF18102;
Q08426	PF00725;PF02737;PF00378;
Q9UNI6	PF00782;
O00148	PF00270;PF00271;
Q13202	PF00782;PF00581;
Q14195	PF01979;
Q9H8V3	PF00533;PF12738;PF00621;
P01911	PF07654;PF00969;
Q9NRF9	PF00808;
P33316	PF00692;
P19957	PF10511;PF00095;
Q8NCI6	PF01301;
Q49A17	PF00535;PF00652;
P10144	PF00089;
Q9NP62	PF03615;
Q13002	PF01094;PF00060;PF10613;
Q14330	PF00001;
P36969	PF00255;
Q9UI32	PF12796;PF17959;PF04960;
O00155	PF00001;
Q99679	PF00001;
Q96P66	PF00001;
P07359	PF13855;PF01462;
Q86YW7	PF00007;
Q9BZM3	PF00046;
Q16772	PF14497;PF02798;
Q8N257	PF00125;
A4D1E9	PF01018;PF01926;
Q969Y2	PF01926;PF12631;PF10396;
Q9BYG8	PF04598;PF17708;
Q9NRM0	PF00083;
P0CJ70	PF15040;
P42357	PF00221;PF12053;
Q2TAA2	PF13472;
P01762	PF07686;
P01767	PF07686;
P55795	PF00076;PF08080;
P14652	PF00046;
P09016	PF00046;
Q9NYD6	PF00046;
P52789	PF00349;PF03727;
Q96SY0	PF13519;
Q12905	PF07528;
Q68E01	PF10189;
Q16666	PF02760;PF02758;
Q9Y6M1	PF00013;PF00076;
Q9Y6W8	PF15910;
P01570	PF00143;
P17275	PF00170;PF03957;
Q96S16	PF13621;
P19827	PF06668;PF08487;PF00092;
Q06033	PF06668;PF08487;PF00092;
Q8TAC2	PF02099;
Q9NQX7	PF04089;
P46940	PF00307;PF00612;PF00616;PF03836;
O60575	PF00050;
Q8NFY9	PF07707;PF00651;PF01344;
P08729	PF00038;PF16208;
A0A0B4J1Z2	PF07686;
Q9H7L2	PF00047;
Q8WZ60	PF07707;PF00651;PF01344;
Q13351	PF16832;PF16833;PF00096;
Q9UKR0	PF00089;
Q9BYQ4	PF13885;
P20151	PF00089;
P60328	PF13885;
Q9BW19	PF00225;
Q96E93	PF00059;
Q52LG2	PF05287;
Q9BYS1	PF01500;
Q9BYQ7	PF13885;
Q3LI77	PF05287;
P16389	PF02214;PF00520;
Q701N4	PF13885;
Q8NHJ6	PF00047;PF13895;
Q5T752	PF14672;
P51884	PF13516;PF13855;PF01462;
Q14766	PF12662;PF07645;PF00683;
P0DP58	PF00087;
Q14210	PF00021;
A0A075B6K2	PF07686;
A0A087WSX0	PF07686;
Q13449	PF07679;
Q9Y5Y7	PF00193;
Q6UY01	PF13516;
Q96CX6	PF13855;
A1A4G5	PF15419;
Q9Y4Y9	PF01423;
O95237	PF04970;
Q03252	PF00038;PF00932;
A6BM72	PF12661;PF00053;
Q86X40	PF13855;
Q99705	PF00001;
Q14680	PF02149;PF00069;
Q13021	PF01284;
Q5VSG8	PF16317;
P21439	PF00664;PF00005;
O75366	PF00626;PF02209;
O43286	PF02709;PF13733;
Q03135	PF01146;
Q9Y646	PF04389;
O15234	PF09405;
Q8IWA6	PF15769;
Q9ULV8	PF02262;PF02761;PF02762;
Q8ND61	PF14977;
P55289	PF00028;PF01049;
Q9H6E4	PF15002;
Q8WTZ4	PF00194;
Q9P2H0	PF15352;
Q9BXL8	PF06031;
P33681	PF08205;PF07686;
Q96EP1	PF00498;PF10283;PF17979;
P14209	PF12301;
Q4KMG0	PF00041;PF07679;
Q96IL0	PF10231;
Q6UXZ3	PF07686;
P05997	PF01410;PF01391;PF00093;
Q8N6F1	PF00822;
Q9ULY5	PF00059;
A8MUP2	PF13847;
Q14CZ0	PF15251;
Q9H0A8	PF07258;
P35606	PF04053;PF00400;
A8MZG2	PF15486;
P33261	PF00067;
O15431	PF04145;
P24462	PF00067;
Q494V2	PF13863;
Q8TAV3	PF00067;
Q8NFK1	PF00029;
Q6UXB2	PF15211;
Q2PZI1	PF10034;
A8MPP1	PF06733;PF13307;
Q6NUT2	PF10034;
P61073	PF00001;PF12109;
P36382	PF00029;PF16791;
P51397	PF15228;
Q9NY93	PF00270;PF00271;
Q99944	PF00008;PF07645;PF07546;
Q8NDI1	PF00307;PF12130;PF10358;
Q6P2I3	PF01557;
O15360	PF03511;PF15865;
Q14320	PF04921;
Q92636	PF02138;PF02893;PF00400;
Q8N9Y4	PF15238;
Q7Z4H9	PF15487;
A6H8Z2	PF14753;
Q9Y5Q0	PF00173;PF00487;
Q96A26	PF06388;
P0C2L3	PF15069;
Q13461	PF00250;
Q8IVF7	PF06367;PF06371;PF02181;
Q75LS8	PF13202;PF00254;
P31994	PF13895;
Q9UGM5	PF00031;
Q75VX8	PF12736;
Q5JV73	PF00373;PF00595;
Q9BUM1	PF01569;
Q9NQR9	PF01569;
P27469	PF15103;
Q6ZUT3	PF08736;PF09380;PF00373;PF09379;
A2A2Y4	PF08736;PF09380;PF00373;PF09379;
Q8WWB7	PF15065;
O75791	PF00017;PF00018;
Q9HC44	PF15337;
Q8N158	PF01153;
A6NFD8	PF07527;PF00010;
P49019	PF00001;
Q9H6K1	PF16158;
Q8IU57	PF01108;
P38484	PF09294;PF01108;
A6NMK8	PF15265;
K9M1U5	PF15177;
P07476	PF00904;PF10583;
Q13099	PF13174;PF13181;
P56537	PF01912;
P35475	PF01229;
Q9GZV4	PF01287;
Q9H9V9	PF02373;
O76095	PF05439;
Q14667	PF10351;PF10344;PF10347;
Q8IV33	PF14906;
Q6NV74	PF15262;
O43736	PF04089;
P05787	PF00038;PF16208;
Q5VZ66	PF16034;
Q14643	PF08709;PF00520;PF02815;PF08454;PF01365;
Q96A47	PF00046;PF00412;
P20155	PF00050;
Q9H7Z6	PF01853;PF11717;PF17772;
P02533	PF00038;
Q9Y573	PF07707;PF00651;PF01344;
P35568	PF02174;PF00169;
Q693B1	PF02214;
Q04695	PF00038;
Q7RTS7	PF00038;PF16208;
Q96NX5	PF00069;
P01593	PF07686;
Q63ZY3	PF12796;PF12075;
Q14145	PF07707;PF00651;PF01344;
P43627	PF00047;
Q7Z4S6	PF00225;PF00400;
Q9NXS3	PF07707;PF00651;PF01344;
Q9BYQ0	PF13885;
Q6ZMT4	PF17811;PF02373;PF00628;
Q13241	PF00059;
Q13237	PF00027;PF00069;
Q6PIU1	PF02214;PF00520;
B2RXH2	PF02373;PF02375;
Q92764	PF00038;
P60371	PF13885;
Q8NCM2	PF00027;PF00520;PF13426;
Q17RR3	PF00151;PF01477;
Q6UY18	PF07679;PF13855;
Q5TA77	PF14672;
Q9NS15	PF12662;PF07645;PF12661;PF00683;
P01704	PF07686;
Q9Y2U5	PF00564;PF00069;
Q99558	PF00069;
A6NM62	PF13855;
Q8N4P6	PF13516;
Q13231	PF01607;PF00704;
B2RV13	PF13879;
P15813	PF07654;PF16497;
P46527	PF02234;
Q8ND76	PF00134;
P08603	PF00084;
O60583	PF00134;
P57076	PF11069;
Q8IWY9	PF15296;
O95628	PF00076;
Q9H6B4	PF13895;PF07686;
Q9ULM6	PF03372;PF13855;
P12110	PF01391;PF00092;
Q9BQW3	PF16422;PF16423;PF01833;
Q9NX76	PF01284;
Q5T681	PF17729;
Q7L2H7	PF18005;PF01399;
P61567	PF00517;PF13804;
Q9NP87	PF14792;PF14791;PF10391;PF14716;
Q8N3D4	PF00307;PF12130;PF10358;
Q92556	PF11841;PF04727;PF16457;
P16422	PF18635;PF00086;
Q9GZR5	PF01151;
P29322	PF14575;PF01404;PF00041;PF07714;PF00536;
P18074	PF06733;PF06777;PF13307;
Q6ZTR7	PF06730;
Q8IYI6	PF16528;
Q6P587	PF01557;
Q9Y256	PF02517;
Q00597	PF02106;
Q9NW38	PF11793;PF09765;
O00757	PF00316;
Q15884	PF04103;
Q9H098	PF06625;
Q96AP7	PF07686;
Q16875	PF01591;PF00300;
Q12948	PF00250;
P85037	PF00498;PF00250;
P07332	PF07714;PF00017;
P32314	PF00250;
P68106	PF00254;
A6NMB9	PF00004;
Q9Y5Y0	PF07690;
P49771	PF02947;
Q08830	PF00147;
P19526	PF01531;
Q495W5	PF17039;PF00852;
P12318	PF13895;
Q96CU9	PF01266;
Q96ME1	PF00646;
P04406	PF02800;PF00044;
Q8TET4	PF13802;PF01055;
P0C091	PF03160;
O75084	PF01534;PF01392;
Q92947	PF00441;PF02770;PF02771;
Q16595	PF01491;
P62684	PF02337;PF00607;PF00098;
O95166	PF02991;
O95876	PF11768;
Q96PP8	PF02263;PF02841;
P13284	PF03227;
Q02108	PF00211;PF07700;PF07701;
Q7Z4J2	PF03414;
Q68CQ7	PF01501;
Q8NEA6	PF00096;
Q8N428	PF00535;PF00652;
Q8NDV2	PF00001;
Q9P2T1	PF00478;
P36959	PF00478;
Q15760	PF00001;
Q03113	PF00503;
A6NDK9	PF15070;
A6NN73	PF15070;
Q8TDV2	PF00001;
Q03013	PF14497;PF02798;
P78333	PF01153;
P69892	PF00042;
Q9UHL9	PF02946;
Q96A08	PF00125;
P23527	PF00125;
P61296	PF00010;
Q6PII5	PF00753;
Q9BX10	PF00009;
Q9BQA5	PF00096;
Q9UF12	PF01619;
P84074	PF00036;PF13499;
Q96T92	PF00096;
P29460	PF10420;
P20809	PF07400;
Q9HBG6	PF00400;
Q9H160	PF12998;
P14735	PF00675;PF05193;PF16187;
P15260	PF07140;PF01108;
Q6UW32	PF14653;
P05015	PF00143;
A6NNB3	PF04505;
Q15811	PF00168;PF12763;PF16652;PF00621;PF00018;PF14604;
Q9BR39	PF02493;
P19823	PF06668;PF08487;PF00092;
O14654	PF02174;
P78414	PF05920;
Q68EN5	PF08014;
Q86VI3	PF00307;PF00612;PF00616;PF03836;
Q15323	PF00038;
Q8WVZ9	PF07707;PF00651;PF01344;
P38570	PF01839;PF00357;PF08441;PF00092;
Q9Y2B9	PF02827;
O15397	PF08506;PF03810;
P29622	PF00079;
P43629	PF00047;
Q1ED39	PF15477;
O94953	PF02373;PF02375;PF18104;
Q9NQT8	PF01302;PF12473;PF00498;PF12423;PF00225;PF16183;
P46019	PF00723;
P46020	PF00723;
Q15139	PF00130;PF00169;PF00069;
O94806	PF00130;PF00169;PF00069;
Q9NSB2	PF00038;PF16208;
O43790	PF00038;PF16208;
P10721	PF00047;PF07714;
O00182	PF00337;
Q13571	PF03821;
Q96BZ8	PF10197;
Q6UX15	PF00059;
Q5TKA1	PF06584;
Q9Y561	PF00431;PF00057;
Q9BYV8	PF00581;
Q8N8E3	PF14846;
P61962	PF00400;
Q92564	PF03556;
Q9H1M4	PF13841;
Q8IYX4	PF00076;
O75165	PF00226;PF14237;
Q8NEU8	PF00169;PF00640;
Q99704	PF02174;PF00169;
Q9UQ10	PF01408;
P11532	PF00307;PF09068;PF09069;PF00435;PF00397;PF00569;
Q6ZMT9	PF00531;
Q8IVF4	PF12774;PF12780;PF12781;PF17857;PF18198;PF08385;PF08393;PF17852;PF18199;PF03028;PF12777;
Q86YB7	PF00378;
P68104	PF00009;PF03144;PF03143;
Q8N1N2	PF15675;
Q16828	PF00782;PF00581;
Q14576	PF00076;
Q63HQ2	PF00008;PF00041;PF00054;PF02210;
P11161	PF11928;PF00096;
Q06889	PF11928;PF00096;
P55884	PF08662;PF00076;
Q9H9T3	PF00583;PF04055;PF16199;
O75616	PF01926;
Q8IUS5	PF00561;
Q9BV81	PF07019;
Q8N6R0	PF08241;
Q15768	PF00812;
Q96GK7	PF01557;
P49327	PF00698;PF00107;PF16197;PF00109;PF02801;PF08659;PF08242;PF00550;PF14765;PF00975;
Q96ND0	PF06916;
A0A1B0GW35	PF15277;
H3BQW9	PF14982;
Q5T6X4	PF06388;
O75344	PF00254;
Q96C11	PF02782;PF00370;
O15552	PF00001;
P36980	PF00084;
O76093	PF00167;
Q9H6D8	PF00041;
P54826	PF02351;
Q9BTV5	PF00041;PF00622;
Q5SYB0	PF00373;PF00595;
Q06546	PF00178;PF11620;PF02198;
Q86XJ1	PF00307;PF02187;
P39905	PF00019;
P10071	PF00096;
Q9NR23	PF00019;PF00688;
O75603	PF03615;
Q7Z4T8	PF00535;
O15303	PF00003;PF01094;PF07562;
Q8TE85	PF04516;
O15354	PF00001;
Q9BZJ7	PF00001;
Q7Z5G4	PF10256;
Q9Y2T6	PF00001;
P0CG33	PF15070;
A6NK44	PF00903;
Q99527	PF00001;
P46439	PF00043;PF02798;
Q16661	PF02058;
Q8IZP7	PF03567;
O95843	PF13499;
Q8TDG4	PF00270;PF00271;
Q7Z4H3	PF13023;
Q6NT76	PF04814;PF00046;
P35914	PF00682;
Q9UJC3	PF05622;
P17066	PF00012;
P34932	PF00012;
P83110	PF00219;PF07648;PF17820;
Q13651	PF01108;
Q6UXL0	PF09294;PF01108;
Q8WVV9	PF00076;PF11835;
P0DP02	PF07686;
P09067	PF00046;
Q9UKS7	PF00096;
Q9UKT9	PF00096;
Q6NXR0	PF05049;
O14920	PF18397;PF12179;PF00069;
Q12906	PF00035;PF07528;
Q6UX52	PF17736;
P01880	PF07654;PF00047;
P38919	PF00270;PF00271;
Q8N6C5	PF00047;PF13895;
Q8IXL9	PF00612;
P0C7M6	PF00612;
P23458	PF18379;PF18377;PF17887;PF07714;
O60674	PF18379;PF18377;PF17887;PF07714;PF00017;
Q8N8K9	PF12012;
P35527	PF00038;
P41236	PF04979;
A0A087WTH5	PF02060;
Q3SY46	PF05287;
Q6UXK2	PF13855;
Q5H943	PF15204;
Q9UMN6	PF05965;PF05964;PF00628;PF00856;PF02008;
Q96AC6	PF00225;
Q3LHN0	PF05287;
Q8TDN1	PF02214;PF00520;
Q03426	PF08544;PF00288;
Q9BYQ6	PF13885;
Q9HB14	PF07885;
Q9BQE6	PF15317;
Q7Z7J7	PF10242;
O95232	PF03194;
Q8N423	PF13895;
Q68G74	PF00046;PF00412;
Q9Y5X9	PF00151;PF01477;
Q9NY97	PF01762;
Q9BV29	PF14989;
Q5W0N0	PF15851;
Q7Z6I8	PF17724;
A6NDU8	PF17716;
Q6P1J9	PF05179;PF16050;
A4QMS7	PF15074;
P46092	PF00001;
Q8NHU2	PF16092;
A0A0K2S4Q6	PF07686;
Q6ZQR2	PF14825;
Q7L3B6	PF08565;
Q8NE01	PF00571;
Q9UKZ1	PF10155;
Q9Y2V0	PF14811;
A6NJI1	PF15464;
Q96SW2	PF02190;PF03226;
Q5JVL4	PF06565;
P01920	PF07654;PF00969;
C9JQL5	PF04505;
O00418	PF02816;PF08238;
P49005	PF18018;PF04042;
P61568	PF13804;
A6NHQ4	PF15223;
Q96KQ7	PF12796;PF05033;PF00856;
O15371	PF05091;
Q09472	PF00439;PF09030;PF06001;PF08214;PF02172;PF02135;PF00569;
Q8N766	PF07774;PF13360;
O75356	PF01150;
P24390	PF00810;
Q7Z589	PF03735;
P0C7W8	PF15288;
Q96B26	PF01138;PF03725;
Q06265	PF01138;PF03725;
Q9BTP7	PF12826;PF17949;
Q13868	PF14382;PF15985;
Q14517	PF00028;PF00008;PF02210;
Q92800	PF11616;PF18118;PF18264;PF00856;
Q8IYD8	PF02732;PF16783;PF00271;PF04851;
Q96M96	PF01363;PF00169;PF00621;
Q9BXR6	PF00084;
O60258	PF00167;
Q6X9E4	PF12937;
Q9H4G4	PF00188;
Q5XUX0	PF12937;
Q9UK96	PF13229;PF12937;PF05048;
Q9UK22	PF00646;PF04300;
Q8TAE8	PF10147;
Q96AE4	PF09005;PF00013;
Q11130	PF17039;PF00852;
Q8N475	PF07648;
O15117	PF14603;PF07653;
Q4V326	PF05831;
A6NGK3	PF05831;
O14793	PF00019;PF00688;
Q9H0R8	PF02991;
P52306	PF00514;
P27539	PF00019;
Q9NZC3	PF03009;
Q4G1C9	PF00188;
Q16099	PF01094;PF00060;PF10613;
Q9UPC5	PF00001;
O43424	PF01094;PF00060;PF10613;
P29992	PF00503;
Q9H4A6	PF05719;
P30679	PF00503;
Q99795	PF07686;
Q13491	PF01275;
A0A0U1RQE8	PF08444;PF06021;
Q58FF6	PF02518;PF00183;
P33778	PF00125;
Q9UL51	PF00027;PF00520;PF08412;
Q99880	PF00125;
Q9UBI9	PF16002;PF15353;
Q14527	PF00271;PF08797;PF00176;
P13747	PF07654;PF00129;PF06623;
Q9Y5R4	PF05175;PF17827;
P05114	PF01101;
P01817	PF07686;
P01766	PF07686;
A0A0B4J1V1	PF07686;
P78552	PF18001;PF09240;
Q8NFR9	PF15037;PF08357;
Q08334	PF09294;PF01108;
P01772	PF07686;
Q8NFM7	PF16742;PF08357;
P14866	PF00076;PF11835;
Q9UBH0	PF00340;
Q01101	PF00096;
P09017	PF00046;
Q6P9B9	PF14838;PF14837;
Q9H2S9	PF00096;
Q9HBE4	PF02372;
P08476	PF00019;PF00688;
P26951	PF18611;PF09240;
Q2VIR3	PF09173;PF00009;PF03144;
Q9UHA7	PF00340;
P55010	PF01873;PF02020;
P0DOY2	PF07654;
P0CG04	PF07654;
Q9UMF0	PF03921;PF13895;
P26012	PF07974;PF00362;PF17205;
Q15040	PF02099;
Q08881	PF00779;PF00169;PF07714;PF00017;PF00018;
Q96AZ6	PF00929;
Q9Y5U9	PF08571;
Q9C075	PF00038;
P23352	PF17869;PF00041;PF00095;
Q8NBH2	PF01841;
Q06136	PF00106;
Q96FN5	PF00225;
P01619	PF07686;
Q96L93	PF00498;PF00225;PF00787;
O60341	PF01593;PF04433;
Q8N743	PF00047;
A2NJV5	PF07686;
P06310	PF07686;
Q2M1P5	PF00225;
P60370	PF13885;
Q86Z14	PF00232;
P23443	PF00069;PF00433;
Q92806	PF01007;PF17655;
Q6VAB6	PF07714;PF13543;
Q96L42	PF00027;PF00520;PF13426;
Q9BYQ9	PF13885;
Q03721	PF02214;PF00520;PF11404;
Q9BPX5	PF04699;
Q8IYS0	PF02893;PF16016;
P50993	PF00689;PF00690;
Q13733	PF00689;PF00690;
Q8N1M1	PF01062;
Q96Q91	PF07565;PF00955;
A8MTZ0	PF14777;
Q6L9W6	PF05679;PF07691;
Q9Y5Z0	PF00026;
Q567U6	PF09762;
P15085	PF00246;PF02244;
O75493	PF00194;
Q05682	PF02029;
P27482	PF13499;
Q9H246	PF15389;
Q15834	PF10226;
Q5VZK9	PF17888;PF16000;PF13516;
Q17RM4	PF14923;
Q9ULB5	PF00028;PF01049;
P32248	PF00001;
Q96NU0	PF00754;PF02210;
Q7Z7J9	PF15170;
Q9H2X3	PF00059;
Q96MX0	PF01284;
Q9H0W9	PF08925;
Q6UXH1	PF07645;
Q9H4D0	PF00028;
Q68CJ9	PF00170;
P23786	PF00755;
Q14406	PF00103;
P15954	PF02935;
P04118	PF01114;PF02740;
Q14746	PF06148;PF12022;
Q96SQ9	PF00067;
Q9Y2V7	PF06419;
Q9Y678	PF01602;PF16381;PF08752;
O14529	PF02376;PF00046;
Q8IYJ1	PF00168;PF07002;
Q99418	PF00169;PF01369;
Q9Y6H8	PF00029;
Q6GPI1	PF00089;
Q58WW2	PF00400;
O00399	PF00132;
Q30KQ7	PF13841;
O60479	PF12413;PF00046;
Q9UBX3	PF00153;
Q6UWP2	PF00106;
Q7Z7J5	PF14047;PF14049;
O95620	PF01207;
P14416	PF00001;
Q4G0W2	PF00782;
Q96G46	PF01207;PF18044;
Q8TEA8	PF02580;
P01903	PF07654;PF00993;
O15372	PF01398;
P21128	PF01033;PF09412;
P0C7W9	PF15288;
Q5JRC9	PF14642;
A6NKC0	PF15288;
Q9NZD2	PF08718;
Q9Y4H4	PF02188;
Q13003	PF01094;PF00060;PF10613;
Q4ZG55	PF15782;
H3BQL2	PF15070;
D6RF30	PF15070;
Q8N0V5	PF02485;
Q08379	PF15070;
Q16538	PF00001;
Q6UWK7	PF15854;
P63092	PF00503;
P36915	PF01926;
Q5JVS0	PF04774;PF16174;
Q9NYQ3	PF01070;
Q86UP8	PF02946;
O14929	PF10394;
Q9NYZ3	PF15259;
Q9H2X6	PF00069;
Q9HCC6	PF07527;PF00010;
Q03014	PF00046;
P02790	PF00045;
O14964	PF01363;PF12210;PF00790;
P04233	PF09307;PF08831;PF00086;
P26583	PF00505;PF09011;
Q5T013	PF01261;
A0A0B4J1V2	PF07686;
P31942	PF00076;
P61978	PF00013;PF08067;
Q14541	PF00104;PF00105;
P31277	PF12045;PF00046;
P09629	PF00046;
B2RXH8	PF00076;
Q9P2W1	PF18517;PF07106;
Q9NZI8	PF00013;PF00076;
P18510	PF00340;
P52292	PF00514;PF16186;PF01749;
P49441	PF00459;
Q0VD86	PF15142;
P27352	PF01122;PF14478;
Q6UWQ7	PF14653;
Q9BTL4	PF05760;
Q9NZM3	PF00168;PF12763;PF16652;PF00621;PF00018;PF07653;PF14604;
P0C870	PF13621;
Q8N5M9	PF07086;
P20701	PF01839;PF00357;PF08441;PF00092;
P35900	PF00038;
P06756	PF01839;PF00357;PF08441;
Q96DU7	PF03770;
Q49AS3	PF14914;
O75525	PF00013;PF16274;PF16568;
Q9Y5W3	PF00096;
Q8NBE8	PF07707;PF00651;PF01344;
Q8NCW0	PF00431;PF00051;PF01822;
Q9H3R0	PF02373;PF02375;PF18104;
O14782	PF00225;
Q2WGJ6	PF07707;PF00651;PF01344;
B7U540	PF01007;PF17655;PF08466;
Q9BYQ5	PF13885;
Q9HB15	PF07885;
P36575	PF02752;PF00339;
Q5T686	PF15063;
Q8NB49	PF16212;PF16209;
Q3ZCQ2	PF15721;
Q9P2N4	PF17771;PF05986;PF08685;PF01562;PF01421;PF00090;
Q9UKP4	PF17771;PF05986;PF01562;PF01421;PF00090;
Q16548	PF00452;
O75964	PF04718;
P11021	PF00012;
Q96K17	PF01849;
Q9UIR0	PF07686;
Q9BXJ4	PF00386;PF01391;
P56817	PF00026;
P51589	PF00067;
Q6VVX0	PF00067;
Q8WYQ4	PF15874;
Q9BVC3	PF09724;
Q96EP5	PF00076;
P31689	PF00226;PF01556;PF00684;
Q8WWF6	PF00226;
P25685	PF00226;PF01556;
Q9UBT3	PF04706;PF06607;
Q99615	PF00226;PF13181;
P43003	PF00375;
P27487	PF00930;PF00326;
P24530	PF00001;
A8K855	PF13499;
Q8N608	PF00930;PF00326;
Q9NX74	PF00035;PF01207;
Q13115	PF00782;PF00581;
O14531	PF01979;
Q19T08	PF15820;
Q05215	PF00096;
A6NEW6	PF15288;
P22794	PF05399;
O60645	PF06046;
P13804	PF01012;PF00766;
P09467	PF00316;
Q86V87	PF10257;
Q99581	PF00178;
Q5T1M5	PF00254;
P21781	PF00167;
Q6PIJ6	PF00646;
Q2WGN9	PF00169;
P62685	PF02337;PF00607;PF00098;
Q9UN88	PF02931;PF02932;
Q9GZZ7	PF02351;
Q8WTR4	PF03009;
Q8WXD5	PF06372;
Q8N9F7	PF03009;
P35573	PF06202;PF14701;PF14702;PF14699;
Q16478	PF01094;PF00060;PF10613;
Q9C091	PF15782;
O75388	PF00001;
Q86SR1	PF00535;PF00652;
P40197	PF13855;
O95267	PF00130;PF00617;PF00618;
Q8IX06	PF15870;
Q9Y5Y3	PF00001;
Q92805	PF01465;
P09471	PF00503;
Q9UMX6	PF13202;PF13499;
Q8IZA3	PF00538;
P07305	PF00538;
P0C0S5	PF00125;PF16211;
Q96DB2	PF00850;
Q4G148	PF01501;
A4D1B5	PF14959;
Q9NY64	PF00083;
Q9BSE4	PF00240;
Q8IZT8	PF00685;
P22830	PF00762;
P09601	PF01126;
Q9Y661	PF00685;
Q9UJY1	PF00011;
Q9UM19	PF00036;PF13499;
P04553	PF00260;
P35680	PF04814;PF04812;
Q8TDB4	PF14962;
Q14642	PF03372;
O15111	PF18397;PF12179;PF00069;
P16871	PF00041;PF18447;
P41134	PF00010;
P05106	PF07974;PF18372;PF08725;PF07965;PF00362;PF17205;
P01566	PF00143;
Q8NCT3	PF08014;
Q9Y287	PF04089;
Q5VV43	PF02010;
P10644	PF00027;PF02197;
Q9NQC1	PF10513;
Q6UXV1	PF15005;
Q6ZVL6	PF12877;
Q92830	PF00583;PF00439;PF06466;
Q92993	PF01853;PF11717;PF17772;
P61371	PF00046;PF00412;
Q7Z3Z0	PF00038;
P56199	PF01839;PF08441;PF00092;
P04264	PF00038;PF16208;PF16210;
P05556	PF07974;PF18372;PF08725;PF07965;PF00362;PF17205;
Q9UQM7	PF08332;PF00069;
Q13554	PF08332;PF00069;
A0A075B6S6	PF07686;
Q96QS6	PF00069;
Q9Y2Y9	PF00096;
Q5JSQ8	PF16005;
Q5RI15	PF12597;
O14625	PF00048;
Q5T442	PF00029;
O76096	PF00031;
P13498	PF05038;
P0C2S0	PF11057;
Q8WUS8	PF01073;
Q9BWK5	PF15325;
Q07325	PF00048;
